flightid,callsign,receivetime,packettime,altitude_ft,altitude_m,vert_rate_ftmin,elapsed_secs,flight_phase,position_packet,info,raw,bearing,speed_mph,speed_kph,latitude,longitude,distance_from_launch_mi,distance_from_launch_km,temperature_f,temperature_c,temperature_k,pressure_pa,pressure_atm,airdensity_slugs,airdensity_kgm3,velocity_x_degs,velocity_y_degs,velocity_z_fts,velocity_z_ms,airflow,acceleration_fts2,velocity_mean_fts,acceleration_mean_fts2,velocity_std_fts,acceleration_std_fts2,velocity_norm_fts,acceleration_norm_fts2,velocity_curvefit_fts,acceleration_ms2,velocity_mean_ms,acceleration_mean_ms2,velocity_std_ms,acceleration_std_ms2,velocity_norm_ms,acceleration_norm_ms2,velocity_curvefit_ms,reynolds_transition
EOSS-386,AE0SS-1,2025-11-08T06:46:03.847,2025-11-08T13:46:00.000,4567.0,1392.02,-12.0,0.0,ascending,true,/134600h4013.48N/10404.63WO162/000/A=004567 57T8607P EOSS BALLOON,"AE0SS-1>APZEOS,EOSS,WIDE2-1,qAO,K0SCC-8:/134600h4013.48N/10404.63WO162/000/A=004567 57T8607P EOSS BALLOON",162.0,0.0,0.0,40.224666666666664,-104.07716666666667,0.0,0.0,42.26,5.7,278.85,86070.0,0.85,0.0020864,1.07528504,0.0,0.0,-0.2,-0.061,low Re,,-0.2,,,,,,5.634087,,-0.061,,,,,,0.513946,""
EOSS-386,AE0SS-3,2025-11-08T06:46:25.066,2025-11-08T13:46:20.000,4560.0,1389.89,2.0,20.0,ascending,true,/134620h4013.47N/10404.63WO203/000/A=004560 56T8597P EOSS BALLOON,"AE0SS-3>APZEOS,EOSS,WIDE2-1,qAO,K0SCC-8:/134620h4013.47N/10404.63WO203/000/A=004560 56T8597P EOSS BALLOON",203.0,0.0,0.0,40.2245,-104.07716666666667,0.01,0.02,42.08,5.6,278.75,85970.0,0.85,0.00208472,1.07442103,0.0,0.0,0.03333333,0.01033333,low Re,0.007778,-0.083333,0.007778,0.164992,,0.707103,,5.527019,0.002378,-0.025333,0.002378,0.05044,,0.707104,,0.458634,""
EOSS-386,KC0D-1,2025-11-08T06:46:31.897,2025-11-08T13:46:30.000,4611.0,1405.43,112.0,30.0,ascending,true,/134630h4013.47N/10404.63WO189/014/A=004611 166T8607P EOSS BALLOON,"KC0D-1>APZEOS,EOSS,WIDE2-1,qAO,K0SCC-8:/134630h4013.47N/10404.63WO189/014/A=004611 166T8607P EOSS BALLOON",189.0,16.0,25.7,40.2245,-104.07716666666667,0.01,0.02,61.88,16.6,289.75,86070.0,0.85,0.00200791,1.03483428,0.0,-0.00001111,1.86666667,0.569,low Re,0.061111,0.566667,0.034445,1.131862,0.037712,1.14855,0.707096,6.299386,0.018622,0.172778,0.0105,0.344987,0.011486,1.148513,0.707122,0.8563,""
EOSS-386,AE0SS-3,2025-11-08T06:46:52.646,2025-11-08T13:46:50.000,4964.0,1513.03,808.0,50.0,ascending,true,/134650h4013.30N/10404.61WO182/029/A=004964 62T8475P EOSS BALLOON,"AE0SS-3>APZEOS,EOSS,WIDE2-1,qAO,K0SCC-8:/134650h4013.30N/10404.61WO182/029/A=004964 62T8475P EOSS BALLOON",182.0,33.0,53.1,40.221666666666664,-104.07683333333334,0.21,0.34,43.16,6.2,279.35,84750.0,0.84,0.00205072,1.05689898,0.00001111,-0.00009444,13.46666667,4.10466667,low Re,0.386667,3.791667,0.151852,6.515871,0.205097,1.484836,1.144897,11.175906,0.117856,1.15575,0.046285,1.986022,0.062512,1.484836,1.144916,3.259345,""
EOSS-386,KC0D-1,2025-11-08T06:47:01.847,2025-11-08T13:47:00.000,5285.0,1610.87,1348.0,60.0,ascending,true,/134700h4013.20N/10404.58WO167/035/A=005285 166T8400P EOSS BALLOON,"KC0D-1>APZEOS,EOSS,WIDE2-1,qAO,K0SCC-8:/134700h4013.20N/10404.58WO167/035/A=005285 166T8400P EOSS BALLOON",167.0,40.0,64.4,40.22,-104.07633333333334,0.33,0.53,61.88,16.6,289.75,84000.0,0.83,0.00195962,1.00994632,0.00002778,-0.00015,22.46666667,6.848,low Re,0.3,7.526667,0.188889,10.079363,0.183112,1.482236,0.606793,14.951037,0.091444,2.2942,0.057575,3.072223,0.055812,1.482249,0.606841,4.972812,""
EOSS-386,AE0SS-1,2025-11-08T06:47:03.937,2025-11-08T13:47:00.000,5236.0,1595.93,669.0,60.0,ascending,true,/134700h4013.21N/10404.58WO169/044/A=005236 64T8396P EOSS BALLOON,"AE0SS-1>APZEOS,EOSS,WIDE2-1,qAO,K0SCC-8:/134700h4013.21N/10404.58WO169/044/A=005236 64T8396P EOSS BALLOON",169.0,51.0,82.1,40.220166666666664,-104.07633333333334,0.31,0.5,43.52,6.4,279.55,83960.0,0.83,0.00203015,1.04629797,0.00001389,-0.000075,11.15,3.3985,low Re,-0.188611,8.130556,0.113389,9.135805,0.231622,0.330507,-1.303849,14.412688,-0.057492,2.47825,0.034562,2.784616,0.0706,0.330476,-1.303881,4.737243,""
EOSS-386,AE0SS-3,2025-11-08T06:47:25.136,2025-11-08T13:47:20.000,5717.0,1742.54,1506.0,80.0,ascending,true,/134720h4012.97N/10404.50WO148/036/A=005717 62T8239P EOSS BALLOON,"AE0SS-3>APZEOS,EOSS,WIDE2-1,qAO,K0SCC-8:/134720h4012.97N/10404.50WO148/036/A=005717 62T8239P EOSS BALLOON",148.0,41.0,66.0,40.216166666666666,-104.075,0.6,0.97,43.16,6.2,279.35,82390.0,0.81,0.00199362,1.02746793,0.00006111,-0.00018333,25.1,7.65033333,low Re,0.465,10.554762,0.171991,10.520926,0.25204,1.382505,1.16255,19.153615,0.141728,3.217119,0.052423,3.206748,0.076822,1.382464,1.162493,6.692806,""
EOSS-386,KC0D-1,2025-11-08T06:47:31.896,2025-11-08T13:47:30.000,6059.0,1846.78,1548.0,90.0,ascending,true,/134730h4012.86N/10404.45WO153/047/A=006059 166T8162P EOSS BALLOON,"KC0D-1>APZEOS,EOSS,WIDE2-1,qAO,K0SCC-8:/134730h4012.86N/10404.45WO153/047/A=006059 166T8162P EOSS BALLOON",153.0,54.0,86.9,40.214333333333336,-104.07416666666667,0.73,1.17,61.88,16.6,289.75,81620.0,0.81,0.0019041,0.98133117,0.00007222,-0.00018889,25.8,7.86366667,low Re,0.023333,12.460417,0.150754,11.132349,0.236841,1.198272,-0.538002,21.849873,0.007111,3.797938,0.04595,3.393081,0.072189,1.198241,-0.538018,7.663525,""
EOSS-386,AE0SS-1,2025-11-08T06:47:31.436,2025-11-08T13:47:30.000,6004.0,1830.02,1536.0,90.0,ascending,true,/134730h4012.86N/10404.45WO165/044/A=006004 60T8161P EOSS BALLOON,"AE0SS-1>APZEOS,EOSS,WIDE2-1,qAO,K0SCC-8:/134730h4012.86N/10404.45WO165/044/A=006004 60T8161P EOSS BALLOON",165.0,51.0,82.1,40.214333333333336,-104.07416666666667,0.73,1.17,42.8,6.0,279.15,81610.0,0.81,0.00197616,1.01846989,0.00007222,-0.00019444,25.6,7.803,low Re,-0.006667,13.92037,0.131076,11.296957,0.226226,1.033874,-0.608873,21.450808,-0.002022,4.242944,0.039953,3.443277,0.068953,1.033915,-0.608748,7.527742,""
EOSS-386,AE0SS-3,2025-11-08T06:47:52.606,2025-11-08T13:47:50.000,6523.0,1988.21,1612.0,110.0,ascending,true,/134750h4012.63N/10404.31WO158/033/A=006523 50T7991P EOSS BALLOON,"AE0SS-3>APZEOS,EOSS,WIDE2-1,qAO,K0SCC-8:/134750h4012.63N/10404.31WO158/033/A=006523 50T7991P EOSS BALLOON",158.0,38.0,61.2,40.2105,-104.07183333333333,1.02,1.64,41.0,5.0,278.15,79910.0,0.79,0.00194195,1.00083968,0.00010556,-0.00018889,26.86666667,8.189,low Re,0.042222,15.215,0.121204,11.410598,0.213677,1.021127,-0.369633,24.738137,0.012867,4.63755,0.036944,3.477922,0.065128,1.021141,-0.369687,8.545013,""
